Subject,counterBalance,counterBalance.Cycle,counterBalance.Sample,Running[Block],Trial,consonant,filename[Trial],filler,isHigh,isTarget,Perception.Duration[Trial],Perception.OffsetTime[Trial],Perception.OnsetTime[Trial],Perception.RESP[Trial],Perception.RT[Trial],Perception.RTTime[Trial],Running[Trial],Stimuli[Trial],strPattern,sylStr,targetWord,response,accuracy,subACC,wrdACC, targetDur,realRT,subRT,wrdRT,sequence,CV_freq
17,1,2,1,counterBalance,68,ch,TP1_27-CVCC-SS-39-MUNCHoab.wav,target,n,,3000,859794,858722,1.0,1072,859794,list1,MUNCHoab,SS,CVCC,MUNCH,y,1,0.875,0.482758621,0.45999,612.01,612.01,612.01,CH OW,87
17,1,2,1,counterBalance,71,d,TP1_28-CVC-SW-35-QUEENd@rdge.wav,target,n,,3000,873484,872388,1.0,1085,873473,list1,QUEENd@rdge,SW,CVC,QUEEN,y,1,0.875,0.948275862,0.31881,766.19,766.19,766.19,D AA,878
17,1,2,1,counterBalance,73,t,TP1_29-CVC-SS-24-SINteig.wav,target,n,,3000,882068,880955,1.0,1098,882053,list1,SINteig,SS,CVC,SIN,y,1,0.875,0.310344828,0.37397,724.03,724.03,724.03,T EY,1083
17,1,2,1,counterBalance,79,d,TP1_31-CVCC-SW-32-CHILD@p.wav,target,n,,3000,909528,908455,1.0,1066,909521,list1,CHILD@p,SW,CVCC,CHILD,y,1,0.875,0.724137931,0.40493,661.07,661.07,661.07,D AH,3692
17,1,2,1,counterBalance,82,p,TP1_32-CVCC-SS-3-STUMPol.wav,target,y,,3000,922694,921555,1.0,1133,922688,list1,STUMPol,SS,CVCC,STUMP,y,1,0.875,0.74137931,0.55593,577.07,577.07,577.07,P AA,1338
17,1,2,1,counterBalance,90,t,TP1_35-CVC-SS-26-STIFFteig.wav,target,n,,3000,958544,957405,1.0,1128,958533,list1,STIFFteig,SS,CVC,STIFF,y,1,0.875,0.948275862,0.4725,655.5,655.5,655.5,T EY,1083
17,1,2,1,counterBalance,95,d,TP1_37-CVCC-SW-36-RIND@sh.wav,target,n,,3000,980525,978888,1.0,1631,980519,list1,RIND@sh,SW,CVCC,RIND,y,1,0.875,0.206896552,0.33511,1295.89,1295.89,1295.89,D AH,3692
17,1,2,1,counterBalance,97,k,TP1_38-CVCC-SW-16-FLASK@sh.wav,target,y,,3000,989234,988072,1.0,1147,989219,list1,FLASK@sh,SW,CVCC,FLASK,y,1,0.875,0.25862069,0.55326,593.74,593.74,593.74,K AH,5744
17,1,2,1,counterBalance,99,t,TP1_39-CVCC-SS-23-LILTaug.wav,target,n,,3000,998264,997205,1.0,1040,998245,list1,LILTaug,SS,CVCC,LILT,y,1,0.875,0.103448276,0.313,727.0,727.0,727.0,T AW,157
17,1,2,1,counterBalance,101,t,TP1_40-CVCC-SW-30-GIFT@dge.wav,target,n,,3000,1006854,1005772,1.0,1081,1006853,list1,GIFT@dge,SW,CVCC,GIFT,y,1,0.875,0.793103448,0.30744,773.56,773.56,773.56,T AH,5672
17,1,2,1,counterBalance,104,k,TP1_41-CVCC-SS-9-RISKom.wav,target,y,,3000,1019742,1018555,1.0,1187,1019742,list1,RISKom,SS,CVCC,RISK,y,1,0.875,0.827586207,0.37585,811.15,811.15,811.15,K AA,3316
17,1,2,1,counterBalance,106,t,TP1_42-CVCC-SW-26-LIFT@g.wav,target,n,,3000,1029114,1028138,1.0,961,1029099,list1,LIFT@g,SW,CVCC,LIFT,y,1,0.875,0.896551724,0.40401,556.99,556.99,556.99,T AH,5672
17,1,2,1,counterBalance,109,d,TP1_43-CVC-SW-37-CLANd@k.wav,target,n,,3000,1041404,1040522,1.0,863,1041385,list1,CLANd@k,SW,CVC,CLAN,y,1,0.875,0.396551724,0.32968,533.32,533.32,1341.99,D AH,3692
17,1,2,1,counterBalance,111,p,TP1_44-CVCC-SW-8-PUMP@l.wav,target,y,,3000,1050213,1048722,1.0,1476,1050198,list1,PUMP@l,SW,CVCC,PUMP,y,1,0.875,0.534482759,0.3074,1168.6,1168.6,1168.6,P AH,1676
17,1,2,1,counterBalance,114,p,TP1_45-CVCC-SS-1-STAMPidge.wav,target,y,,3000,1062849,1061905,1.0,943,1062848,list1,STAMPidge,SS,CVCC,STAMP,y,1,0.875,0.879310345,0.57557,367.43,367.43,367.43,P IH,1317
17,1,2,1,counterBalance,118,k,TP1_47-CVC-SW-15-FUSSk@dge.wav,target,y,,3000,1079805,1078888,1.0,917,1079805,list1,FUSSk@dge,SW,CVC,FUSS,y,1,0.875,0.103448276,0.44313,473.87,473.87,473.87,K AH,5744
17,1,2,1,counterBalance,121,k,TP1_48-CVC-SW-17-PASSk@k.wav,target,y,,3000,1092673,1091522,1.0,1151,1092673,list1,PASSk@k,SW,CVC,PASS,y,1,0.875,0.25862069,0.48966,661.34,661.34,661.34,K AH,5744
17,1,2,1,counterBalance,124,k,TP1_49-CVC-SW-9-KISSk@m.wav,target,y,,3000,1107214,1104772,1.0,2440,1107212,list1,KISSk@m,SW,CVC,KISS,y,1,0.875,0.551724138,0.28677,2153.23,899.35,906.3524138,K AH,5744
17,1,2,1,counterBalance,126,k,TP1_50-CVC-SS-14-PLUSkaethe.wav,target,y,,3000,1116855,1114705,1.0,2143,1116848,list1,PLUSkaethe,SS,CVC,PLUS,y,1,0.875,0.344827586,0.35271,1790.29,899.35,1790.29,K AE,1904
17,1,2,1,counterBalance,129,t,TP1_51-CVCC-SS-25-PELTeish.wav,target,n,,3000,1130366,1129322,1.0,1043,1130365,list1,PELTeish,SS,CVCC,PELT,y,1,0.875,0.551724138,0.42405,618.95,618.95,618.95,T EY,1083
17,1,2,1,counterBalance,131,p,TP1_52-CVCC-SW-6-SCALP@b.wav,target,y,,3000,1139024,1137905,1.0,1118,1139023,list1,SCALP@b,SW,CVCC,SCALP,y,1,0.875,0.5,0.53475,583.25,583.25,583.25,P AH,1676
17,1,2,1,counterBalance,133,t,TP1_53-CVC-SW-31-GOALt@l.wav,target,n,,3000,1147584,1146605,1.0,979,1147584,list1,GOALt@l,SW,CVC,GOAL,y,1,0.875,0.24137931,0.35789,621.11,621.11,621.11,T AH,5672
17,1,2,1,counterBalance,136,ch,TP1_54-CVC-SS-40-TONchaithe.wav,target,n,,3000,1161393,1159722,1.0,1662,1161384,list1,TONchaithe,SS,CVC,TON,y,1,0.875,0.017241379,0.35037,1311.63,1311.63,1311.63,CH AY,88
17,1,2,1,counterBalance,139,k,TP1_55-CVCC-SS-15-DUSKoadge.wav,target,y,,3000,1173991,1172989,1.0,1001,1173990,list1,DUSKoadge,SS,CVCC,DUSK,y,1,0.875,0.672413793,0.44228,558.72,558.72,558.72,K OW,2086
17,1,2,1,counterBalance,141,k,TP1_56-CVCC-SW-12-DISK@l.wav,target,y,,3000,1182474,1181455,1.0,1002,1182457,list1,DISK@l,SW,CVCC,DISK,y,1,0.875,0.396551724,0.41842,583.58,583.58,583.58,K AH,5744
17,1,2,1,counterBalance,143,ch,TP1_57-CVCC-SW-38-TRENCH@b.wav,target,n,,3000,1191754,1190522,1.0,1221,1191743,list1,TRENCH@b,SW,CVCC,TRENCH,y,1,0.875,0.620689655,0.5473,673.7,673.7,673.7,CH AH,626
17,1,2,1,counterBalance,146,t,TP1_58-CVC-SW-25-YELLt@sh.wav,target,n,,3000,1205124,1203872,1.0,1241,1205113,list1,YELLt@sh,SW,CVC,YELL,y,1,0.875,0.637931034,0.39522,845.78,845.78,845.78,T AH,5672
17,1,2,1,counterBalance,149,k,TP1_59-CVCC-SW-10-TASK@dge.wav,target,y,,3000,1218184,1217122,1.0,1055,1218177,list1,TASK@dge,SW,CVCC,TASK,y,1,0.875,0.534482759,0.45619,598.81,598.81,598.81,K AH,5744
17,1,2,1,counterBalance,152,t,TP1_60-CVCC-SS-31-JOLTul.wav,target,n,,3000,1230884,1229789,1.0,1085,1230874,list1,JOLTul,SS,CVCC,JOLT,y,1,0.875,0.155172414,0.43341,651.59,651.59,651.59,T AA,1303
17,1,2,1,counterBalance,154,p,TP1_61-CVCC-SW-4-SHRIMP@l.wav,target,y,,3000,1239324,1238205,1.0,1109,1239314,list1,SHRIMP@l,SW,CVCC,SHRIMP,y,1,0.875,0.827586207,0.43478,674.22,674.22,674.22,P AH,1676
17,1,2,1,counterBalance,156,t,TP1_62-CVCC-SW-24-HINT@g.wav,target,n,,3000,1247843,1246822,1.0,1009,1247831,list1,HINT@g,SW,CVCC,HINT,y,1,0.875,0.586206897,0.36068,648.32,648.32,648.32,T AH,5672
17,1,2,1,counterBalance,159,p,TP1_63-CVCC-SS-7-PULPoash.wav,target,y,,3000,1262214,1260239,1.0,1971,1262210,list1,PULPoash,SS,CVCC,PULP,y,1,0.875,0.568965517,0.3872,1583.8,734.7811429,925.2541935,P OW,691
17,1,2,1,counterBalance,162,s,TP1_64-CVCC-SS-19-PULSEim.wav,target,y,,3000,1275608,1274739,1.0,869,1275608,list1,PULSEim,SS,CVCC,PULSE,y,1,0.875,0.637931034,0.46022,408.78,408.78,408.78,S EY,516
17,1,2,1,counterBalance,164,t,TP1_65-CVCC-SS-21-MINTaup.wav,target,n,,3000,1283759,1282905,1.0,854,1283759,list1,MINTaup,SS,CVCC,MINT,y,1,0.875,0.344827586,0.3833,470.7,470.7,470.7,T AW,157
17,1,2,1,counterBalance,167,t,TP1_66-CVCC-SW-22-MELT@dge.wav,target,n,,3000,1295951,1295139,1.0,812,1295951,list1,MELT@dge,SW,CVCC,MELT,y,1,0.875,0.913793103,0.46224,349.76,349.76,349.76,T AH,5672
17,1,2,1,counterBalance,169,d,TP1_67-CVC-SS-34-FLANdarth.wav,target,n,,3000,1304844,1303655,1.0,1180,1304835,list1,FLANdarth,SS,CVC,FLAN,y,1,0.875,0.068965517,0.40447,775.53,775.53,775.53,D AA,878
17,1,2,1,counterBalance,171,p,TP1_68-CVC-SS-2-DIMpidge.wav,target,y,,3000,1313276,1312422,1.0,854,1313276,list1,DIMpidge,SS,CVC,DIM,y,1,0.875,0.172413793,0.29951,554.49,554.49,554.49,P IH,1317
17,1,2,1,counterBalance,173,k,TP1_69-CVC-SS-16-GLASSkoash.wav,target,y,,3000,1321745,1320639,1.0,1106,1321745,list1,GLASSkoash,SS,CVC,GLASS,y,1,0.875,0.517241379,0.42716,678.84,678.84,678.84,K OW,2086
17,1,2,1,counterBalance,176,d,TP1_70-CVC-SS-36-VINEdarsh.wav,target,n,,3000,1334300,1333239,1.0,1061,1334300,list1,VINEdarsh,SS,CVC,VINE,y,1,0.875,0.24137931,0.46165,599.35,599.35,599.35,D AA,878
17,1,2,1,counterBalance,178,t,TP1_71-CVCC-SS-29-FLINTuth.wav,target,n,,3000,1343304,1342072,1.0,1218,1343290,list1,FLINTuth,SS,CVCC,FLINT,y,1,0.875,0.396551724,0.43849,779.51,779.51,779.51,T AA,1303
17,1,2,1,counterBalance,180,t,TP1_72-CVCC-SS-27-FRONTeish.wav,target,n,,3000,1352094,1350922,1.0,1166,1352088,list1,FRONTeish,SS,CVCC,FRONT,y,1,0.875,0.603448276,0.39628,769.72,769.72,769.72,T EY,1083
17,1,2,1,counterBalance,183,k,TP1_73-CVC-SW-11-TRUSSk@m.wav,target,y,,3000,1364703,1363772,1.0,924,1364696,list1,TRUSSk@m,SW,CVC,TRUSS,y,1,0.875,0.051724138,0.38921,534.79,534.79,534.79,K AH,5744
17,1,2,1,counterBalance,186,k,TP1_74-CVCC-SS-17-MASKuk.wav,target,y,,3000,1377525,1376505,1.0,1020,1377525,list1,MASKuk,SS,CVCC,MASK,y,1,0.875,0.551724138,0.46266,557.34,557.34,557.34,K AH,5744
17,1,2,1,counterBalance,188,d,TP1_75-CVC-SS-32-VILEdap.wav,target,n,,3000,1386104,1384872,1.0,1227,1386099,list1,VILEdap,SS,CVC,VILE,y,1,0.875,0.24137931,0.42688,800.12,800.12,800.12,D AE,531
17,1,2,1,counterBalance,190,s,TP1_76-CVC-SS-20-BINsib.wav,target,y,,3000,1394934,1393772,1.0,1146,1394918,list1,BINsib,SS,CVC,BIN,y,1,0.875,0.293103448,0.22746,918.54,918.54,918.54,S IH,3644
17,1,2,1,counterBalance,192,p,TP1_77-CVC-SW-3-DRUMp@l.wav,target,y,,3000,1403753,1402622,1.0,1131,1403753,list1,DRUMp@l,SW,CVC,DRUM,y,1,0.875,0.327586207,0.33475,796.25,796.25,796.25,P AH,1676
17,1,2,1,counterBalance,194,k,TP1_78-CVC-SS-10-GRASSkodge.wav,target,y,,3000,1412475,1411355,1.0,1120,1412475,list1,GRASSkodge,SS,CVC,GRASS,y,1,0.875,0.482758621,0.50687,613.13,613.13,613.13,K AA,3316
17,1,2,1,counterBalance,197,d,TP1_79-CVCC-SS-35-FIENDarge.wav,target,n,,3000,1425421,1424172,1.0,1248,1425420,list1,FIENDarge,SS,CVCC,FIEND,y,1,0.875,0.172413793,0.51314,734.86,734.86,734.86,D AA,878
17,1,2,1,counterBalance,199,p,TP1_80-CVC-SS-8-SCUMpul.wav,target,y,,3000,1434138,1432822,1.0,1310,1434132,list1,SCUMpul,SS,CVC,SCUM,y,1,0.875,0.224137931,0.52654,783.46,783.46,783.46,P AH,1676
19,1,2,1,counterBalance,5,t,TP1_2-CVCC-SW-28-GRUNT@the.wav,target,n,,3000,594511,593099,1.0,1398,594497,list1,GRUNT@the,SW,CVCC,GRUNT,y,1,0.5,0.327586207,0.34602,1051.98,1051.98,1051.98,T AH,5672
19,1,2,1,counterBalance,21,p,TP1_8-CVC-SW-7-DULLp@sh.wav,target,y,,3000,645148,644016,1.0,1131,645147,list1,DULLp@sh,SW,CVC,DULL,y,1,0.5,0.431034483,0.30392,827.08,827.08,827.08,P AH,1676
19,1,2,1,counterBalance,23,t,TP1_9-CVC-SS-22-GELtaudge.wav,target,n,,3000,652386,651432,1.0,953,652385,list1,GELtaudge,SS,CVC,GEL,y,1,0.5,0.74137931,0.33903,613.97,613.97,613.97,T AW,157
19,1,2,1,counterBalance,25,p,TP1_10-CVCC-SS-5-CLUMPaedge.wav,target,y,,3000,660148,658666,1.0,1466,660132,list1,CLUMPaedge,SS,CVCC,CLUMP,y,1,0.5,0.568965517,0.34446,1121.54,1121.54,1121.54,P AE,927
19,1,2,1,counterBalance,28,k,TP1_11-CVCC-SW-14-HUSK@the.wav,target,y,,3000,671599,669482,1.0,2117,671599,list1,HUSK@the,SW,CVCC,HUSK,y,1,0.5,0.534482759,0.39157,1725.43,1725.43,1725.43,K AH,5744
19,1,2,1,counterBalance,31,p,TP1_12-CVCC-SW-2-CHIMP@dge.wav,target,y,,3000,683368,680982,1.0,2386,683368,list1,CHIMP@dge,SW,CVCC,CHIMP,y,1,0.5,0.431034483,0.3371,2048.9,1124.690357,1116.852381,P AH,1676
19,1,2,1,counterBalance,35,t,TP1_14-CVC-SS-30-CLIFFtudge.wav,target,n,,3000,698288,697282,1.0,1006,698288,list1,CLIFFtudge,SS,CVC,CLIFF,y,1,0.5,0.879310345,0.3529,653.1,653.1,653.1,T AA,1303
19,1,2,1,counterBalance,40,t,TP1_16-CVC-SW-27-GUNt@sh.wav,target,n,,3000,717129,716082,1.0,1035,717117,list1,GUNt@sh,SW,CVC,GUN,y,1,0.5,0.327586207,0.28683,748.17,748.17,748.17,T AH,5672
19,1,2,1,counterBalance,43,k,TP1_17-CVCC-SS-11-TUSKom.wav,target,y,,3000,727619,726499,1.0,1105,727604,list1,TUSKom,SS,CVCC,TUSK,y,1,0.5,0.620689655,0.43791,667.09,667.09,667.09,K AA,3316
19,1,2,1,counterBalance,45,s,TP1_18-CVCC-SW-20-RINSE@b.wav,target,y,,3000,735178,733916,1.0,1251,735167,list1,RINSE@b,SW,CVCC,RINSE,y,1,0.5,0.310344828,0.41961,831.39,831.39,831.39,S AH,5062
19,1,2,1,counterBalance,48,d,TP1_19-CVCC-SW-34-BLAND@the.wav,target,n,,3000,746008,744532,1.0,1462,745994,list1,BLAND@the,SW,CVCC,BLAND,y,1,0.5,0.551724138,0.34343,1118.57,1118.57,1118.57,D AH,3692
19,1,2,1,counterBalance,51,p,TP1_20-CVC-SS-6-GALpaeb.wav,target,y,,3000,757030,755366,1.0,1661,757027,list1,GALpaeb,SS,CVC,GAL,y,1,0.5,0.25862069,0.32915,1331.85,1331.85,1331.85,P AE,927
19,1,2,1,counterBalance,53,d,TP1_21-CVCC-SS-33-BLINDaethe.wav,target,n,,3000,764951,763316,1.0,1634,764950,list1,BLINDaethe,SS,CVCC,BLIND,y,1,0.5,0.879310345,0.43329,1200.71,1200.71,1200.71,D AE,531
19,1,2,1,counterBalance,64,k,TP1_25-CVCC-SS-13-DESKael.wav,target,y,,3000,802687,800866,1.0,1809,802675,list1,DESKael,SS,CVCC,DESK,y,1,0.5,0.74137931,0.39713,1411.87,1411.87,1411.87,K AE,1904
19,1,2,1,counterBalance,68,ch,TP1_27-CVCC-SS-39-MUNCHoab.wav,target,n,,3000,818176,816333,1.0,1828,818161,list1,MUNCHoab,SS,CVCC,MUNCH,y,1,0.5,0.482758621,0.45999,1368.01,1368.01,1368.01,CH OW,87
19,1,2,1,counterBalance,79,d,TP1_31-CVCC-SW-32-CHILD@p.wav,target,n,,3000,853238,852199,1.0,1027,853226,list1,CHILD@p,SW,CVCC,CHILD,y,1,0.5,0.724137931,0.40493,622.07,622.07,622.07,D AH,3692
19,1,2,1,counterBalance,82,p,TP1_32-CVCC-SS-3-STUMPol.wav,target,y,,3000,865388,862616,1.0,2772,865388,list1,STUMPol,SS,CVCC,STUMP,y,1,0.5,0.74137931,0.55593,2216.07,1124.690357,1025.405,P AA,1338
19,1,2,1,counterBalance,84,t,TP1_33-CVC-SW-21-THINt@p.wav,target,n,,3000,873638,871683,1.0,1953,873636,list1,THINt@p,SW,CVC,THIN,y,1,0.5,0.413793103,0.29452,1658.48,1658.48,1658.48,T AH,5672
19,1,2,1,counterBalance,90,t,TP1_35-CVC-SS-26-STIFFteig.wav,target,n,,3000,895648,894283,1.0,1348,895631,list1,STIFFteig,SS,CVC,STIFF,y,1,0.5,0.948275862,0.4725,875.5,875.5,875.5,T EY,1083
19,1,2,1,counterBalance,101,t,TP1_40-CVCC-SW-30-GIFT@dge.wav,target,n,,3000,932478,931049,1.0,1427,932476,list1,GIFT@dge,SW,CVCC,GIFT,y,1,0.5,0.793103448,0.30744,1119.56,1119.56,1119.56,T AH,5672
19,1,2,1,counterBalance,104,k,TP1_41-CVCC-SS-9-RISKom.wav,target,y,,3000,943709,941833,1.0,1859,943692,list1,RISKom,SS,CVCC,RISK,y,1,0.5,0.827586207,0.37585,1483.15,1483.15,754.134375,K AA,3316
19,1,2,1,counterBalance,106,t,TP1_42-CVCC-SW-26-LIFT@g.wav,target,n,,3000,951479,950033,1.0,1436,951469,list1,LIFT@g,SW,CVCC,LIFT,y,1,0.5,0.896551724,0.40401,1031.99,1031.99,1031.99,T AH,5672
19,1,2,1,counterBalance,111,p,TP1_44-CVCC-SW-8-PUMP@l.wav,target,y,,3000,968653,967033,1.0,1606,968639,list1,PUMP@l,SW,CVCC,PUMP,y,1,0.5,0.534482759,0.3074,1298.6,1298.6,1298.6,P AH,1676
19,1,2,1,counterBalance,124,k,TP1_49-CVC-SW-9-KISSk@m.wav,target,y,,3000,1011698,1010666,1.0,1032,1011698,list1,KISSk@m,SW,CVC,KISS,y,1,0.5,0.551724138,0.28677,745.23,745.23,745.23,K AH,5744
19,1,2,1,counterBalance,129,t,TP1_51-CVCC-SS-25-PELTeish.wav,target,n,,3000,1028347,1027283,1.0,1064,1028347,list1,PELTeish,SS,CVCC,PELT,y,1,0.5,0.551724138,0.42405,639.95,639.95,639.95,T EY,1083
19,1,2,1,counterBalance,131,p,TP1_52-CVCC-SW-6-SCALP@b.wav,target,y,,3000,1035838,1034616,1.0,1210,1035826,list1,SCALP@b,SW,CVCC,SCALP,y,1,0.5,0.5,0.53475,675.25,675.25,675.25,P AH,1676
19,1,2,1,counterBalance,141,k,TP1_56-CVCC-SW-12-DISK@l.wav,target,y,,3000,1068282,1066783,1.0,1498,1068281,list1,DISK@l,SW,CVCC,DISK,y,1,0.5,0.396551724,0.41842,1079.58,1079.58,1079.58,K AH,5744
19,1,2,1,counterBalance,143,ch,TP1_57-CVCC-SW-38-TRENCH@b.wav,target,n,,3000,1075858,1074550,1.0,1301,1075851,list1,TRENCH@b,SW,CVCC,TRENCH,y,1,0.5,0.620689655,0.5473,753.7,753.7,753.7,CH AH,626
19,1,2,1,counterBalance,146,t,TP1_58-CVC-SW-25-YELLt@sh.wav,target,n,,3000,1087818,1086316,1.0,1493,1087809,list1,YELLt@sh,SW,CVC,YELL,y,1,0.5,0.637931034,0.39522,1097.78,1097.78,1097.78,T AH,5672
19,1,2,1,counterBalance,149,k,TP1_59-CVCC-SW-10-TASK@dge.wav,target,y,,3000,1098888,1097183,1.0,1693,1098876,list1,TASK@dge,SW,CVCC,TASK,y,1,0.5,0.534482759,0.45619,1236.81,1236.81,1236.81,K AH,5744
19,1,2,1,counterBalance,154,p,TP1_61-CVCC-SW-4-SHRIMP@l.wav,target,y,,3000,1115719,1114450,1.0,1255,1115705,list1,SHRIMP@l,SW,CVCC,SHRIMP,y,1,0.5,0.827586207,0.43478,820.22,820.22,820.22,P AH,1676
19,1,2,1,counterBalance,156,t,TP1_62-CVCC-SW-24-HINT@g.wav,target,n,,3000,1123267,1122016,1.0,1250,1123266,list1,HINT@g,SW,CVCC,HINT,y,1,0.5,0.586206897,0.36068,889.32,889.32,889.32,T AH,5672
19,1,2,1,counterBalance,159,p,TP1_63-CVCC-SS-7-PULPoash.wav,target,y,,3000,1134081,1132633,1.0,1447,1134080,list1,PULPoash,SS,CVCC,PULP,y,1,0.5,0.568965517,0.3872,1059.8,1059.8,1059.8,P OW,691
19,1,2,1,counterBalance,162,s,TP1_64-CVCC-SS-19-PULSEim.wav,target,y,,3000,1147049,1145116,1.0,1922,1147038,list1,PULSEim,SS,CVCC,PULSE,y,1,0.5,0.637931034,0.46022,1461.78,1461.78,1461.78,S EY,516
19,1,2,1,counterBalance,167,t,TP1_66-CVCC-SW-22-MELT@dge.wav,target,n,,3000,1165169,1163933,1.0,1236,1165169,list1,MELT@dge,SW,CVCC,MELT,y,1,0.5,0.913793103,0.46224,773.76,773.76,773.76,T AH,5672
19,1,2,1,counterBalance,171,p,TP1_68-CVC-SS-2-DIMpidge.wav,target,y,,3000,1178928,1177650,1.0,1264,1178914,list1,DIMpidge,SS,CVC,DIM,y,1,0.5,0.172413793,0.29951,964.49,964.49,964.49,P IH,1317
19,1,2,1,counterBalance,178,t,TP1_71-CVCC-SS-29-FLINTuth.wav,target,n,,3000,1201839,1200650,1.0,1182,1201832,list1,FLINTuth,SS,CVCC,FLINT,y,1,0.5,0.396551724,0.43849,743.51,743.51,743.51,T AA,1303
19,1,2,1,counterBalance,180,t,TP1_72-CVCC-SS-27-FRONTeish.wav,target,n,,3000,1209559,1208116,1.0,1437,1209553,list1,FRONTeish,SS,CVCC,FRONT,y,1,0.5,0.603448276,0.39628,1040.72,1040.72,1040.72,T EY,1083
19,1,2,1,counterBalance,188,d,TP1_75-CVC-SS-32-VILEdap.wav,target,n,,3000,1236596,1234316,1.0,2270,1236586,list1,VILEdap,SS,CVC,VILE,y,1,0.5,0.24137931,0.42688,1843.12,1018.658333,981.2266667,D AE,531
19,1,2,1,counterBalance,194,k,TP1_78-CVC-SS-10-GRASSkodge.wav,target,y,,3000,1256609,1255233,1.0,1372,1256605,list1,GRASSkodge,SS,CVC,GRASS,y,1,0.5,0.482758621,0.50687,865.13,865.13,865.13,K AA,3316
21,1,2,1,counterBalance,5,t,TP1_2-CVCC-SW-28-GRUNT@the.wav,target,n,,3000,640798,639617,1.0,1169,640786,list1,GRUNT@the,SW,CVCC,GRUNT,y,1,0.275,0.327586207,0.34602,822.98,822.98,822.98,T AH,5672
21,1,2,1,counterBalance,7,ch,TP1_3-CVCC-SW-40-LUNCH@the.wav,target,n,,3000,650758,649733,1.0,1021,650754,list1,LUNCH@the,SW,CVCC,LUNCH,y,1,0.275,0.413793103,0.33706,683.94,683.94,683.94,CH AH,626
21,1,2,1,counterBalance,13,k,TP1_5-CVC-SS-12-MISSkael.wav,target,y,,3000,672488,671350,1.0,1132,672482,list1,MISSkael,SS,CVC,MISS,y,1,0.275,0.620689655,0.32601,805.99,805.99,805.99,K AE,1904
21,1,2,1,counterBalance,15,t,TP1_6-CVC-SW-29-GRINt@th.wav,target,n,,3000,680498,678783,1.0,1699,680482,list1,GRINt@th,SW,CVC,GRIN,y,1,0.275,0.206896552,0.25665,1442.35,917.002,1442.35,T AH,5672
21,1,2,1,counterBalance,21,p,TP1_8-CVC-SW-7-DULLp@sh.wav,target,y,,3000,702998,701916,1.0,1067,702983,list1,DULLp@sh,SW,CVC,DULL,y,1,0.275,0.431034483,0.30392,763.08,763.08,763.08,P AH,1676
21,1,2,1,counterBalance,23,t,TP1_9-CVC-SS-22-GELtaudge.wav,target,n,,3000,711446,710500,1.0,946,711446,list1,GELtaudge,SS,CVC,GEL,y,1,0.275,0.74137931,0.33903,606.97,606.97,606.97,T AW,157
21,1,2,1,counterBalance,25,p,TP1_10-CVCC-SS-5-CLUMPaedge.wav,target,y,,3000,718782,717683,1.0,1098,718781,list1,CLUMPaedge,SS,CVCC,CLUMP,y,1,0.275,0.568965517,0.34446,753.54,753.54,753.54,P AE,927
21,1,2,1,counterBalance,35,t,TP1_14-CVC-SS-30-CLIFFtudge.wav,target,n,,3000,752628,751333,1.0,1294,752627,list1,CLIFFtudge,SS,CVC,CLIFF,y,1,0.275,0.879310345,0.3529,941.1,941.1,941.1,T AA,1303
21,1,2,1,counterBalance,48,d,TP1_19-CVCC-SW-34-BLAND@the.wav,target,n,,3000,795837,794316,1.0,1507,795823,list1,BLAND@the,SW,CVCC,BLAND,y,1,0.275,0.551724138,0.34343,1163.57,1163.57,1163.57,D AH,3692
21,1,2,1,counterBalance,71,d,TP1_28-CVC-SW-35-QUEENd@rdge.wav,target,n,,3000,872762,871816,1.0,946,872762,list1,QUEENd@rdge,SW,CVC,QUEEN,y,1,0.275,0.948275862,0.31881,627.19,627.19,627.19,D AA,878
21,1,2,1,counterBalance,79,d,TP1_31-CVCC-SW-32-CHILD@p.wav,target,n,,3000,898748,897400,1.0,1330,898730,list1,CHILD@p,SW,CVCC,CHILD,y,1,0.275,0.724137931,0.40493,925.07,925.07,925.07,D AH,3692
21,1,2,1,counterBalance,84,t,TP1_33-CVC-SW-21-THINt@p.wav,target,n,,3000,915518,914216,1.0,1284,915500,list1,THINt@p,SW,CVC,THIN,y,1,0.275,0.413793103,0.29452,989.48,989.48,989.48,T AH,5672
21,1,2,1,counterBalance,90,t,TP1_35-CVC-SS-26-STIFFteig.wav,target,n,,3000,939047,937683,1.0,1364,939047,list1,STIFFteig,SS,CVC,STIFF,y,1,0.275,0.948275862,0.4725,891.5,891.5,891.5,T EY,1083
21,1,2,1,counterBalance,101,t,TP1_40-CVCC-SW-30-GIFT@dge.wav,target,n,,3000,974378,972916,1.0,1456,974372,list1,GIFT@dge,SW,CVCC,GIFT,y,1,0.275,0.793103448,0.30744,1148.56,1148.56,1148.56,T AH,5672
21,1,2,1,counterBalance,114,p,TP1_45-CVCC-SS-1-STAMPidge.wav,target,y,,3000,1019128,1016733,1.0,2384,1019117,list1,STAMPidge,SS,CVCC,STAMP,y,1,0.275,0.879310345,0.57557,1808.43,1808.43,939.1034694,P IH,1317
21,1,2,1,counterBalance,124,k,TP1_49-CVC-SW-9-KISSk@m.wav,target,y,,3000,1051357,1049916,1.0,1436,1051352,list1,KISSk@m,SW,CVC,KISS,y,1,0.275,0.551724138,0.28677,1149.23,1149.23,1149.23,K AH,5744
